state,timestamp,keystroke_count,keystroke_rate,typing_speed_wpm,keystroke_variance,keystroke_burst_ratio,avg_inter_keystroke_time,keystroke_rhythm_std,mouse_movement_count,mouse_distance,mouse_velocity,mouse_velocity_std,mouse_acceleration,mouse_direction_changes,mouse_idle_ratio,click_count,click_rate,click_clustering,avg_click_interval,click_pattern_regularity,scroll_count,scroll_rate,scroll_intensity,scroll_direction_changes,app_switch_count,app_switch_rate,unique_apps_count,app_focus_stability,user_id,session_id
research_reading,2026-01-11T16:10:33.816226,39.606,0.0,4.268,0.023,0.015,0.345,0.198,279.819,8459.538,38.794,25.266,13.23,15.056,0.147,1.375,0.038,0.496,10.227,0.408,23.793,0.338,2.405,1.626,0.839,0.163,0.882,0.706,7,u7_s31
focused_work,2026-01-11T16:10:33.817226,236.081,1.516,23.032,0.013,0.311,0.046,0.0,285.851,4562.293,0.0,14.804,24.172,25.458,0.001,9.29,0.061,0.357,11.909,0.651,6.822,0.0,1.149,4.86,1.361,0.03,0.753,0.675,7,u7_s31
focused_work,2026-01-11T16:10:33.817226,173.354,2.31,26.656,0.027,0.338,0.069,0.036,266.023,5434.18,2.019,7.636,8.029,19.299,0.085,21.103,0.151,0.468,5.334,0.441,7.271,0.119,0.915,4.558,0.0,0.0,0.0,0.414,7,u7_s31
focused_work,2026-01-11T16:10:33.817226,163.734,1.913,32.577,0.016,0.318,0.045,0.068,302.221,6050.322,51.934,11.755,7.671,37.802,0.097,13.939,0.012,0.597,11.078,0.593,12.78,0.028,0.844,2.311,0.0,0.157,1.223,0.337,7,u7_s31
focused_work,2026-01-11T16:10:33.817226,87.585,2.029,14.295,0.017,0.306,0.048,0.04,383.037,5749.72,0.0,12.428,30.728,35.074,0.019,19.052,0.073,0.678,2.402,0.637,10.228,0.035,0.27,5.925,0.794,0.485,1.36,0.392,7,u7_s31
focused_work,2026-01-11T16:10:33.817226,129.899,1.546,13.411,0.011,0.35,0.052,0.0,378.126,4437.157,37.063,2.443,11.774,26.801,0.166,22.872,0.028,0.412,5.579,0.404,3.926,0.03,0.789,6.453,0.0,0.0,1.464,0.575,7,u7_s31
task_execution,2026-01-11T16:10:33.817226,73.011,0.552,22.205,0.067,0.323,0.095,0.009,952.026,4678.15,68.622,0.72,48.497,24.481,0.099,25.895,0.097,0.463,1.081,0.488,26.005,0.046,2.547,3.854,1.139,0.248,2.048,0.448,7,u7_s31
task_execution,2026-01-11T16:10:33.818226,125.132,0.626,28.19,0.017,0.106,0.179,0.064,825.68,6234.481,62.441,3.513,30.958,12.993,0.049,25.91,0.108,0.379,7.961,0.453,12.774,0.108,0.791,3.762,3.003,1.27,2.939,0.442,7,u7_s31
focused_work,2026-01-11T16:10:33.818226,164.215,1.362,14.945,0.0,0.308,0.072,0.0,105.105,10548.451,116.722,17.166,23.134,29.35,0.234,16.929,0.091,0.354,9.764,0.306,12.141,0.059,1.444,0.0,1.308,0.0,2.143,0.315,7,u7_s31
research_reading,2026-01-11T16:10:33.818226,37.622,0.266,1.045,0.103,0.0,0.366,0.109,510.287,9691.344,69.863,16.752,13.884,33.909,0.226,20.498,0.053,0.359,5.939,0.26,18.196,0.436,2.376,3.833,1.553,0.342,1.354,0.446,7,u7_s31
meeting_communication,2026-01-11T16:10:33.818226,0.0,0.0,3.944,0.107,0.101,0.548,0.288,142.909,923.046,28.975,6.348,3.867,4.466,0.748,11.935,0.057,0.036,7.795,0.542,8.182,0.039,0.363,0.0,2.273,0.19,0.626,0.598,7,u7_s31
task_execution,2026-01-11T16:10:33.818226,151.302,0.4,15.696,0.026,0.197,0.132,0.085,837.281,5053.287,89.002,11.331,40.386,24.437,0.155,33.924,0.08,0.715,11.297,0.361,2.81,0.093,2.04,6.963,1.01,1.071,1.504,0.359,7,u7_s31
task_execution,2026-01-11T16:10:33.819227,34.068,0.769,25.517,0.016,0.236,0.122,0.041,1048.403,6601.09,59.363,14.973,18.625,54.071,0.091,35.98,0.13,0.583,3.811,0.334,12.288,0.006,1.594,5.362,0.596,1.025,0.907,0.621,7,u7_s31
task_execution,2026-01-11T16:10:33.819227,150.801,0.441,24.809,0.005,0.257,0.119,0.005,701.5,4601.383,0.0,17.757,49.485,39.727,0.0,12.883,0.063,0.282,3.924,0.578,16.04,0.064,0.554,4.356,4.422,1.577,1.888,0.478,7,u7_s32
meeting_communication,2026-01-11T16:10:33.819227,0.0,0.231,1.038,0.098,0.075,0.856,0.209,278.946,3486.561,33.482,0.166,7.128,7.483,0.738,1.763,0.049,0.088,26.412,0.51,16.997,0.0,0.0,0.0,0.0,0.0,1.481,0.763,7,u7_s32
focused_work,2026-01-11T16:10:33.819227,114.038,1.065,20.085,0.001,0.399,0.014,0.0,281.245,6060.31,65.627,14.236,15.576,23.881,0.153,8.128,0.111,0.578,6.298,0.399,7.859,0.058,0.323,0.0,0.0,0.042,0.977,0.279,7,u7_s32
research_reading,2026-01-11T16:10:33.819227,20.015,0.033,3.438,0.087,0.102,0.448,0.075,481.254,6887.636,78.941,25.511,0.953,19.513,0.17,10.243,0.046,0.298,16.062,0.727,37.165,0.25,3.849,10.86,2.189,0.235,0.163,0.599,7,u7_s32
research_reading,2026-01-11T16:10:33.820226,14.573,0.167,0.0,0.0,0.073,0.346,0.06,364.838,7422.228,38.8,27.326,1.475,23.639,0.274,10.219,0.067,0.236,10.979,0.516,23.89,0.44,3.956,12.601,0.445,0.127,1.864,0.81,7,u7_s32
research_reading,2026-01-11T16:10:33.820226,35.695,0.019,0.0,0.14,0.068,0.559,0.21,352.219,4960.125,64.269,33.241,9.191,10.909,0.383,3.815,0.073,0.317,10.175,0.588,50.385,0.3,1.717,4.823,0.798,0.136,1.282,0.39,7,u7_s32
research_reading,2026-01-11T16:10:33.820226,61.304,0.094,4.067,0.059,0.167,0.189,0.054,420.938,9852.396,46.688,9.618,13.59,13.65,0.362,13.956,0.04,0.581,18.32,0.377,48.085,0.483,3.036,1.633,0.0,0.686,0.0,0.573,7,u7_s32
research_reading,2026-01-11T16:10:33.820226,14.177,0.074,7.329,0.053,0.08,0.301,0.155,520.549,7039.386,48.366,16.267,14.71,46.78,0.242,7.462,0.012,0.233,10.205,0.162,49.633,0.405,3.365,0.0,0.017,0.323,2.313,0.507,7,u7_s32
task_execution,2026-01-11T16:10:33.820226,86.129,0.897,24.207,0.051,0.279,0.142,0.006,906.221,3940.455,117.166,4.55,49.923,18.457,0.04,30.818,0.033,0.487,4.659,0.491,10.9,0.073,0.722,3.931,4.221,0.466,3.526,0.322,7,u7_s32
research_reading,2026-01-11T16:10:33.820226,49.996,0.203,2.149,0.008,0.054,0.232,0.01,554.761,7074.69,41.574,18.911,0.0,13.57,0.214,12.487,0.018,0.309,6.278,0.478,64.821,0.233,4.417,10.173,0.165,1.123,0.0,0.203,7,u7_s32
research_reading,2026-01-11T16:10:33.821227,12.041,0.128,4.974,0.045,0.149,0.261,0.064,541.695,4058.843,80.363,22.101,1.984,26.018,0.289,7.112,0.108,0.294,0.729,0.321,41.203,0.425,3.771,1.397,0.0,0.0,0.0,0.816,7,u7_s32
focused_work,2026-01-11T16:10:33.821227,140.106,1.244,33.419,0.008,0.273,0.076,0.013,343.942,6740.547,0.0,20.597,20.505,31.844,0.046,6.328,0.027,0.403,4.795,0.372,15.865,0.076,0.1,4.069,0.797,0.623,1.499,0.263,7,u7_s32
task_execution,2026-01-11T16:10:33.821227,101.772,0.926,32.265,0.0,0.182,0.079,0.006,1013.682,6973.523,52.566,10.612,21.306,33.64,0.168,37.096,0.139,0.821,4.914,0.469,11.529,0.036,0.768,4.132,3.192,1.787,2.456,0.503,7,u7_s32
task_execution,2026-01-11T16:10:33.821227,74.797,0.177,30.892,0.003,0.24,0.142,0.088,881.851,3025.797,99.335,0.0,40.706,34.773,0.086,10.969,0.042,0.193,10.264,0.309,26.873,0.022,0.977,2.781,2.714,0.711,1.741,0.574,7,u7_s32
task_execution,2026-01-11T16:10:33.821227,55.233,0.688,24.135,0.009,0.353,0.098,0.045,805.61,7560.245,101.268,0.0,54.334,43.833,0.045,42.256,0.143,0.807,4.475,0.542,14.194,0.025,0.33,1.239,1.186,1.711,1.73,0.742,7,u7_s32
meeting_communication,2026-01-11T16:10:33.822227,27.787,0.04,0.781,0.003,0.024,0.755,0.107,105.675,2207.298,43.151,6.288,8.065,12.219,0.748,5.337,0.028,0.328,24.506,0.555,7.299,0.003,0.655,0.0,0.221,0.0,0.965,0.86,7,u7_s32
meeting_communication,2026-01-11T16:10:33.822227,0.0,0.077,0.766,0.047,0.077,0.337,0.251,83.031,2971.233,34.893,3.729,4.528,7.659,0.664,7.972,0.0,0.276,5.732,0.531,6.134,0.021,1.101,1.911,0.0,0.026,1.308,0.894,7,u7_s32
focused_work,2026-01-11T16:10:33.822227,203.292,1.739,21.575,0.015,0.277,0.097,0.0,546.714,8438.072,68.93,9.153,20.161,33.004,0.131,20.717,0.058,0.468,7.062,0.54,0.489,0.003,0.0,1.216,0.712,0.0,1.555,0.261,7,u7_s32
focused_work,2026-01-11T16:10:33.822227,198.127,1.685,24.216,0.009,0.373,0.071,0.049,341.986,4558.526,0.0,11.01,9.676,20.999,0.023,22.653,0.133,0.574,7.964,0.351,10.826,0.056,1.253,5.493,0.551,0.137,0.828,0.336,7,u7_s32
task_execution,2026-01-11T16:10:33.822227,63.042,0.702,28.892,0.021,0.32,0.131,0.146,660.87,10145.318,101.663,20.145,43.264,16.16,0.093,28.93,0.188,1.217,6.142,0.477,9.57,0.042,1.202,0.535,5.173,1.565,3.843,0.612,7,u7_s32
task_execution,2026-01-11T16:10:33.823228,125.565,0.371,27.227,0.029,0.248,0.131,0.089,1061.13,6399.254,114.6,28.649,26.743,12.064,0.117,23.22,0.146,0.764,2.215,0.487,0.0,0.006,0.0,3.069,1.532,0.798,3.086,0.432,7,u7_s33
focused_work,2026-01-11T16:10:33.823228,31.429,2.046,19.749,0.002,0.302,0.05,0.016,205.186,6197.258,87.967,4.0,26.262,12.298,0.0,0.0,0.102,0.67,11.573,0.478,0.0,0.066,0.552,5.24,0.0,0.0,1.214,0.566,7,u7_s33
focused_work,2026-01-11T16:10:33.823228,135.745,1.488,27.562,0.012,0.279,0.041,0.024,287.782,1627.206,40.498,10.22,20.943,24.362,0.0,17.448,0.196,0.109,9.13,0.385,12.863,0.0,0.416,3.464,0.0,0.0,0.68,0.374,7,u7_s33
focused_work,2026-01-11T16:10:33.823228,251.408,1.81,38.719,0.0,0.277,0.085,0.032,303.192,4654.092,45.323,11.257,14.335,32.451,0.022,6.665,0.012,0.517,6.072,0.526,9.264,0.039,0.41,2.994,0.496,0.0,1.231,0.34,7,u7_s33
focused_work,2026-01-11T16:10:33.823228,153.635,1.576,20.371,0.023,0.143,0.069,0.028,373.163,7327.28,36.708,3.278,6.881,20.221,0.0,13.248,0.162,0.611,6.474,0.533,10.027,0.0,0.0,1.626,0.595,0.408,0.911,0.587,7,u7_s33
focused_work,2026-01-11T16:10:33.823228,137.67,1.191,14.982,0.006,0.223,0.039,0.029,421.367,5067.83,79.137,2.739,21.883,10.412,0.0,11.841,0.079,0.507,6.69,0.609,10.317,0.026,0.324,3.102,1.238,0.389,0.336,0.387,7,u7_s33
focused_work,2026-01-11T16:10:33.824227,103.511,1.492,23.922,0.025,0.169,0.032,0.043,398.599,5095.022,95.134,8.775,14.127,45.496,0.21,29.51,0.016,0.393,8.346,0.554,4.711,0.0,0.692,1.339,0.433,0.119,1.553,0.405,7,u7_s33
focused_work,2026-01-11T16:10:33.824227,67.879,1.335,19.548,0.01,0.278,0.045,0.035,169.746,7123.357,80.132,16.522,13.245,17.654,0.135,17.473,0.093,0.335,6.748,0.603,18.918,0.0,0.218,4.446,0.0,0.141,0.412,0.351,7,u7_s33
focused_work,2026-01-11T16:10:33.824227,77.941,1.902,19.536,0.024,0.394,0.038,0.045,384.033,6945.634,77.018,15.216,0.129,27.519,0.225,14.054,0.128,0.518,6.18,0.457,13.293,0.051,0.654,1.094,0.0,0.144,0.491,0.426,7,u7_s33
focused_work,2026-01-11T16:10:33.824227,180.459,1.416,27.12,0.007,0.256,0.059,0.044,381.143,6168.885,48.238,23.421,19.538,23.513,0.129,8.432,0.146,0.612,2.671,0.513,11.666,0.0,1.093,0.0,0.0,0.0,1.061,0.509,7,u7_s33
focused_work,2026-01-11T16:10:33.824227,135.742,1.282,28.066,0.006,0.554,0.063,0.026,291.75,8167.743,130.115,5.548,8.937,23.328,0.039,12.337,0.045,0.302,8.206,0.523,16.343,0.104,0.568,4.027,0.0,0.0,1.023,0.638,7,u7_s33
task_execution,2026-01-11T16:10:33.825228,151.925,0.864,20.951,0.042,0.306,0.175,0.048,1032.428,5852.711,67.489,18.637,20.571,0.0,0.0,16.346,0.122,0.44,7.54,0.417,26.845,0.123,1.397,6.099,4.06,1.671,2.368,0.454,7,u7_s33
meeting_communication,2026-01-11T16:10:33.825228,9.847,0.066,7.978,0.128,0.083,0.571,0.117,99.106,4167.33,0.0,15.42,0.0,11.128,0.819,6.377,0.0,0.35,26.081,0.645,2.986,0.009,0.809,0.0,0.0,0.074,1.166,0.777,7,u7_s33
meeting_communication,2026-01-11T16:10:33.825228,0.0,0.071,5.978,0.097,0.0,0.05,0.019,219.107,3180.11,43.134,6.276,4.158,2.639,0.689,4.775,0.027,0.181,19.877,0.466,10.528,0.058,0.581,0.0,1.733,0.074,0.769,0.818,7,u7_s33
meeting_communication,2026-01-11T16:10:33.825228,11.23,0.119,10.228,0.068,0.032,0.555,0.168,29.08,3226.484,37.102,0.356,4.562,9.263,0.745,6.682,0.013,0.246,26.522,0.449,0.0,0.039,0.361,3.57,0.201,0.46,0.603,0.746,7,u7_s33
meeting_communication,2026-01-11T16:10:33.825228,8.861,0.0,6.6,0.049,0.0,0.641,0.131,76.456,2515.002,0.0,13.83,0.0,1.851,0.779,9.27,0.013,0.065,9.207,0.653,3.27,0.028,0.075,1.795,0.408,0.0,0.692,0.763,7,u7_s33
meeting_communication,2026-01-11T16:10:33.825228,25.93,0.053,4.056,0.041,0.003,0.682,0.132,24.031,5896.728,0.0,8.161,7.003,14.863,0.55,12.339,0.003,0.025,15.318,0.706,15.222,0.027,0.904,0.604,0.0,0.427,0.235,0.844,7,u7_s33
task_execution,2026-01-11T16:10:33.826228,141.395,0.656,25.791,0.0,0.295,0.107,0.026,873.511,11268.097,68.283,19.239,47.974,31.853,0.209,13.499,0.06,0.771,8.234,0.492,8.566,0.062,0.689,0.0,7.377,0.752,2.727,0.424,7,u7_s33
research_reading,2026-01-11T16:10:33.826228,36.483,0.043,9.081,0.022,0.0,0.232,0.102,617.581,8000.077,73.531,23.875,0.0,28.814,0.31,9.79,0.05,0.365,8.705,0.312,36.975,0.307,2.412,7.715,0.713,0.0,1.247,0.398,7,u7_s33
research_reading,2026-01-11T16:10:33.826228,0.0,0.13,4.968,0.036,0.0,0.181,0.031,598.555,6740.709,54.093,29.547,0.0,18.903,0.277,11.396,0.092,0.382,7.09,0.52,27.244,0.42,2.007,6.234,0.0,0.0,2.14,0.571,7,u7_s33
task_execution,2026-01-11T16:10:33.826228,88.87,0.69,21.082,0.0,0.125,0.093,0.104,824.276,727.748,27.139,6.203,19.946,12.532,0.068,31.406,0.147,0.569,5.544,0.681,21.58,0.069,0.003,4.956,0.041,2.061,1.734,0.531,7,u7_s34
unproductive,2026-01-11T16:10:33.826228,0.0,0.058,6.277,0.155,0.13,0.727,0.178,464.697,16290.574,39.257,12.285,48.007,24.606,0.357,16.276,0.02,0.0,4.526,0.342,12.782,0.073,2.763,7.437,2.664,0.466,4.081,0.239,7,u7_s34
unproductive,2026-01-11T16:10:33.827228,20.201,0.0,6.044,0.14,0.159,0.122,0.139,1058.051,20971.208,52.936,51.802,48.484,16.598,0.289,14.772,0.122,0.804,2.838,0.155,31.522,0.056,0.748,17.315,3.236,1.421,2.104,0.136,7,u7_s34
task_execution,2026-01-11T16:10:33.827228,135.248,0.482,26.727,0.021,0.204,0.105,0.078,779.224,7869.644,37.546,21.057,11.167,30.316,0.043,17.168,0.141,0.552,5.685,0.507,21.918,0.124,0.487,1.705,4.657,3.24,1.223,0.612,7,u7_s34
task_execution,2026-01-11T16:10:33.827228,85.189,0.545,29.819,0.01,0.118,0.102,0.09,676.541,6728.317,5.34,23.182,56.497,26.98,0.271,19.533,0.05,0.748,7.156,0.382,6.355,0.085,1.275,3.369,3.404,1.529,1.075,0.417,7,u7_s34
task_execution,2026-01-11T16:10:33.827228,92.097,0.413,20.265,0.023,0.082,0.139,0.015,817.713,8021.771,52.124,30.832,37.834,12.567,0.159,18.192,0.031,0.347,4.015,0.612,13.654,0.104,1.887,4.267,1.457,0.256,2.427,0.532,7,u7_s34
task_execution,2026-01-11T16:10:33.827228,119.979,0.868,28.254,0.006,0.22,0.113,0.081,730.199,10400.352,96.225,14.782,44.825,7.911,0.114,10.764,0.074,0.415,5.38,0.679,25.108,0.08,0.0,4.253,3.307,2.045,3.292,0.366,7,u7_s34
research_reading,2026-01-11T16:10:33.828229,0.0,0.055,0.0,0.055,0.11,0.143,0.0,409.544,3623.525,41.771,20.89,11.26,33.224,0.282,14.125,0.014,0.327,0.0,0.376,24.45,0.232,3.559,0.915,3.47,0.23,1.355,0.773,7,u7_s34
research_reading,2026-01-11T16:10:33.828229,6.117,0.076,2.971,0.082,0.097,0.517,0.171,584.987,9445.418,87.647,40.104,4.333,42.657,0.202,18.267,0.051,0.562,17.987,0.357,24.683,0.293,2.893,9.645,0.267,0.0,1.097,0.708,7,u7_s34
focused_work,2026-01-11T16:10:33.828229,96.904,1.94,34.901,0.009,0.238,0.041,0.0,143.245,6111.074,12.507,12.799,25.708,21.439,0.058,19.698,0.132,0.475,6.112,0.588,7.81,0.0,0.165,0.903,0.0,0.434,1.828,0.527,7,u7_s34
focused_work,2026-01-11T16:10:33.828229,169.649,1.619,23.086,0.003,0.319,0.048,0.065,314.866,5682.778,29.116,16.873,25.224,37.05,0.0,0.0,0.096,0.504,8.832,0.49,6.427,0.074,0.618,4.081,0.0,0.0,0.675,0.379,7,u7_s34
focused_work,2026-01-11T16:10:33.828229,122.175,1.573,25.328,0.0,0.407,0.074,0.031,245.647,6659.666,35.225,16.242,16.036,15.274,0.0,25.427,0.111,0.516,8.441,0.538,7.855,0.043,0.619,3.666,0.972,0.189,1.16,0.411,7,u7_s34
task_execution,2026-01-11T16:10:33.828229,157.059,0.619,28.52,0.047,0.26,0.15,0.031,775.056,8215.817,131.464,21.352,44.423,20.524,0.174,23.61,0.085,0.539,6.369,0.356,1.816,0.05,1.18,1.802,7.77,0.299,1.293,0.283,7,u7_s34
task_execution,2026-01-11T16:10:33.829229,153.495,0.82,23.01,0.046,0.398,0.179,0.006,1067.623,5387.67,34.571,13.946,43.244,29.476,0.0,21.397,0.155,0.406,5.219,0.55,9.853,0.002,1.729,2.65,0.744,0.983,2.517,0.396,7,u7_s34
focused_work,2026-01-11T16:10:33.829229,137.535,1.374,33.063,0.0,0.19,0.028,0.02,238.128,4226.462,96.607,6.712,8.002,13.302,0.044,10.199,0.042,0.26,6.574,0.139,11.973,0.016,0.908,0.0,0.561,0.0,0.898,0.37,7,u7_s34
unproductive,2026-01-11T16:10:33.829229,10.493,0.0,7.258,0.116,0.079,0.013,0.198,0.0,9946.148,93.528,54.677,56.144,18.521,0.265,19.766,0.097,0.327,0.0,0.183,26.656,0.175,1.611,9.206,8.023,2.827,4.306,0.112,7,u7_s34
task_execution,2026-01-11T16:10:33.829229,113.989,0.799,19.73,0.028,0.182,0.107,0.034,813.531,7855.576,103.289,23.326,58.311,41.988,0.176,33.413,0.117,0.663,3.743,0.604,10.628,0.076,1.141,5.197,0.795,0.913,1.135,0.399,7,u7_s34
unproductive,2026-01-11T16:10:33.829229,21.525,0.002,0.0,0.062,0.059,0.556,0.171,515.995,19256.869,58.077,84.0,54.483,58.483,0.0,16.693,0.049,0.454,1.863,0.315,18.722,0.118,3.257,13.544,4.945,2.009,5.418,0.079,7,u7_s34
research_reading,2026-01-11T16:10:33.830229,39.152,0.0,5.942,0.014,0.181,0.515,0.073,528.927,8825.219,43.549,17.168,12.366,17.071,0.281,14.473,0.045,0.503,20.637,0.26,32.368,0.225,3.193,6.646,0.007,0.221,0.671,0.45,7,u7_s34
research_reading,2026-01-11T16:10:33.830229,41.473,0.0,0.0,0.093,0.093,0.104,0.127,537.526,5366.545,54.269,15.78,26.712,37.444,0.195,14.558,0.053,0.0,11.847,0.313,38.956,0.366,4.319,5.201,3.056,0.317,0.0,0.653,7,u7_s34
task_execution,2026-01-11T16:10:33.830229,97.704,1.163,21.093,0.008,0.101,0.119,0.07,988.845,5075.221,16.037,1.86,34.497,13.277,0.138,9.127,0.17,1.021,6.549,0.493,19.118,0.071,1.4,1.872,4.171,1.005,1.322,0.393,7,u7_s35
meeting_communication,2026-01-11T16:10:33.830229,0.0,0.045,4.759,0.045,0.094,0.41,0.413,172.276,1979.948,30.443,9.733,4.98,0.0,0.676,9.577,0.021,0.254,10.678,0.5,8.653,0.028,0.375,2.627,0.0,0.222,0.0,0.663,7,u7_s35
focused_work,2026-01-11T16:10:33.830229,172.751,1.199,16.113,0.003,0.501,0.056,0.046,293.448,3925.833,83.621,8.572,33.057,48.111,0.0,17.651,0.087,0.238,3.577,0.519,5.047,0.048,1.043,6.765,0.217,0.058,1.096,0.357,7,u7_s35
task_execution,2026-01-11T16:10:33.830229,117.291,0.643,22.7,0.029,0.273,0.16,0.08,855.836,5168.037,97.521,20.277,32.752,27.643,0.215,20.54,0.167,0.672,5.5,0.557,0.0,0.026,1.254,5.17,3.3,0.917,1.905,0.564,7,u7_s35
focused_work,2026-01-11T16:10:33.831229,170.212,1.791,21.734,0.022,0.349,0.04,0.058,148.054,6360.187,64.397,13.533,20.804,45.199,0.044,16.045,0.167,0.262,8.351,0.53,13.031,0.047,0.739,0.875,0.0,0.0,0.981,0.365,7,u7_s35
focused_work,2026-01-11T16:10:33.831229,118.922,1.207,14.516,0.012,0.408,0.051,0.06,402.358,8367.973,41.739,5.227,29.233,34.669,0.133,8.769,0.065,0.65,4.258,0.414,11.559,0.061,0.0,0.0,1.506,0.184,0.764,0.351,7,u7_s35
focused_work,2026-01-11T16:10:33.831229,107.241,1.507,15.113,0.009,0.348,0.054,0.06,334.959,5120.029,86.575,8.859,17.856,10.032,0.107,0.672,0.093,0.863,3.348,0.623,12.49,0.04,0.044,4.434,0.51,0.0,0.688,0.362,7,u7_s35
focused_work,2026-01-11T16:10:33.831229,155.627,1.217,25.916,0.021,0.206,0.075,0.039,471.052,4624.633,46.668,9.537,15.821,27.349,0.188,13.135,0.091,0.285,6.531,0.499,11.185,0.04,0.603,4.174,0.0,0.143,1.637,0.354,7,u7_s35
task_execution,2026-01-11T16:10:33.831229,131.653,0.593,29.098,0.031,0.254,0.175,0.038,981.901,0.0,80.645,7.939,32.064,22.455,0.298,22.219,0.134,0.862,3.765,0.516,16.384,0.08,2.131,2.708,3.442,1.776,2.139,0.498,7,u7_s35
task_execution,2026-01-11T16:10:33.832232,116.33,0.392,23.903,0.037,0.103,0.198,0.075,864.216,6291.119,51.31,26.244,21.99,36.734,0.127,25.002,0.043,1.007,6.671,0.676,18.264,0.053,1.223,2.109,3.258,0.863,3.364,0.621,7,u7_s35
focused_work,2026-01-11T16:10:33.832232,131.559,1.531,26.794,0.021,0.315,0.055,0.0,203.924,3314.797,68.628,4.936,24.94,11.228,0.115,12.988,0.12,0.613,4.871,0.454,8.33,0.047,1.311,0.0,1.224,0.082,0.6,0.365,7,u7_s35
focused_work,2026-01-11T16:10:33.832232,181.428,2.141,23.12,0.0,0.269,0.033,0.031,426.358,7104.032,82.952,12.687,28.123,20.702,0.19,27.699,0.091,0.021,9.281,0.503,15.389,0.0,0.75,3.242,0.174,0.0,0.354,0.509,7,u7_s35
focused_work,2026-01-11T16:10:33.832232,186.163,1.981,20.737,0.014,0.288,0.083,0.0,329.959,2927.104,96.617,8.822,7.627,24.94,0.204,0.0,0.044,0.593,12.049,0.478,12.941,0.077,0.0,3.103,0.231,0.0,1.184,0.506,7,u7_s35
focused_work,2026-01-11T16:10:33.832232,200.403,1.493,39.363,0.0,0.361,0.047,0.014,284.213,6934.72,43.682,13.189,17.498,20.135,0.032,4.088,0.053,0.466,7.561,0.417,8.756,0.011,0.244,0.555,0.0,0.042,0.789,0.457,7,u7_s35
research_reading,2026-01-11T16:10:33.833232,25.063,0.151,7.306,0.066,0.0,0.299,0.14,295.021,9544.74,99.644,12.135,11.347,50.952,0.194,5.994,0.073,0.423,12.773,0.465,21.917,0.439,3.231,4.97,0.343,0.656,0.544,0.518,7,u7_s35
research_reading,2026-01-11T16:10:33.833232,29.316,0.195,6.986,0.053,0.089,0.333,0.139,512.638,301.986,84.198,21.548,0.0,31.328,0.149,11.848,0.066,0.339,8.586,0.467,19.722,0.318,2.832,3.162,0.0,0.689,1.656,0.552,7,u7_s35
task_execution,2026-01-11T16:10:33.833232,134.224,0.75,18.894,0.025,0.273,0.149,0.074,704.337,4249.125,33.851,20.807,38.726,22.278,0.357,38.401,0.062,0.854,8.027,0.524,18.955,0.172,1.409,3.535,0.0,0.03,1.902,0.485,7,u7_s35
focused_work,2026-01-11T16:10:33.833232,104.622,2.216,16.619,0.012,0.301,0.056,0.0,340.444,5517.98,82.502,5.686,6.244,20.474,0.022,13.199,0.078,0.692,9.378,0.552,7.939,0.065,0.764,5.024,0.0,0.215,0.59,0.411,7,u7_s35
focused_work,2026-01-11T16:10:33.833232,188.939,1.717,25.338,0.003,0.434,0.055,0.055,347.889,4094.553,45.175,14.131,23.43,21.464,0.193,4.879,0.043,0.227,8.554,0.591,15.293,0.048,0.818,2.63,1.224,0.06,0.675,0.545,7,u7_s35
task_execution,2026-01-11T16:10:33.833232,119.303,0.548,24.195,0.025,0.179,0.145,0.014,575.532,3095.618,41.773,0.0,36.906,11.83,0.129,22.683,0.112,0.475,6.486,0.624,16.464,0.039,1.232,2.764,0.0,2.048,2.702,0.575,7,u7_s35
task_execution,2026-01-11T16:10:33.834232,113.2,0.673,27.375,0.005,0.102,0.073,0.086,801.31,10048.618,52.344,7.875,38.371,16.543,0.247,38.269,0.09,0.913,6.44,0.543,3.86,0.071,0.565,5.022,2.292,0.121,1.463,0.403,7,u7_s36
task_execution,2026-01-11T16:10:33.834232,165.329,0.678,19.894,0.011,0.31,0.157,0.064,609.775,6466.831,94.615,28.41,39.931,33.206,0.26,27.975,0.083,1.11,7.684,0.591,0.885,0.036,1.307,1.702,6.144,0.61,2.914,0.411,7,u7_s36
task_execution,2026-01-11T16:10:33.834232,80.806,0.828,24.475,0.01,0.089,0.177,0.109,987.036,4924.113,47.753,17.086,37.437,44.473,0.182,26.782,0.098,0.487,5.452,0.579,19.74,0.017,0.919,1.743,1.588,0.118,2.975,0.467,7,u7_s36
research_reading,2026-01-11T16:10:33.834232,32.639,0.235,4.722,0.1,0.176,0.391,0.202,766.389,9451.9,56.536,24.872,5.288,12.782,0.385,10.467,0.068,0.154,14.122,0.544,32.246,0.398,4.747,0.0,0.0,0.0,1.61,0.651,7,u7_s36
research_reading,2026-01-11T16:10:33.834232,3.275,0.0,0.0,0.029,0.126,0.361,0.044,687.236,4452.533,33.375,31.464,4.253,28.562,0.293,10.441,0.027,0.696,8.155,0.436,10.242,0.341,2.757,4.833,1.392,0.817,1.144,0.754,7,u7_s36
research_reading,2026-01-11T16:10:33.835233,16.005,0.117,1.388,0.052,0.082,0.235,0.102,384.009,6662.268,47.454,19.234,7.212,47.884,0.154,9.253,0.045,0.178,0.0,0.242,12.063,0.391,2.978,4.375,0.0,0.399,0.789,0.597,7,u7_s36
